"qPCR_tag","Target","Ct","SD","Median","Calibration","Cage","Bee_exp","Extraction","Sample_ID","diet","Condition"
"AMG9EH2","16S",17.3547420501709,0.197890008077596,17.2652816772461,"C2019","H","E","G","G9EH2","P","Gi (P)"
"AMH10EF3","16S",15.9326264063517,0.112071667695819,15.8850202560425,"C2019","F","E","H","H10EF3","P","Sn/Gi (P)"
"AMH14EE9","16S",16.2479159037272,0.246358451843298,16.2123794555664,"C2019","E","E","H","H14EE9","S","Sn/Gi"
"AMH1EF8","16S",14.8468011220296,0.0969370728806839,14.8331174850464,"C2019","F","E","H","H1EF8","P","Sn/Gi (P)"
"AMH20EE4","16S",15.6341416041056,0.069633842240737,15.6672430038452,"C2019","E","E","H","H20EE4","S","Sn/Gi"
"AMH24EF2","16S",15.1403153737386,0.102532217344777,15.1449193954468,"C2019","F","E","H","H24EF2","P","Sn/Gi (P)"
"AMH7EE10","16S",16.5751870473226,0.216152483580183,16.5256805419922,"C2019","E","E","H","H7EE10","S","Sn/Gi"
"AMG10EH3","Sa",33.0282872517904,0.313671116777094,33.1186561584473,"C2019","H","E","G","G10EH3","P","Gi (P)"
"AMG11EG4","Sa",36.3517570495605,0.441599622655194,36.3437728881836,"C2019","G","E","G","G11EG4","S","Gi"
"AMG13EE7","Sa",16.2324606577555,0.183854906066532,16.1935024261475,"C2019","E","E","G","G13EE7","S","Sn/Gi"
"AMG17EF4","Sa",17.6033833821615,0.315761870648387,17.5011253356934,"C2019","F","E","G","G17EF4","P","Sn/Gi (P)"
"AMG18EF7","Sa",17.2502841949463,0.192453974243537,17.2502841949463,"C2019","F","E","G","G18EF7","P","Sn/Gi (P)"
"AMG1EG7","Sa",35.5546035766602,4.60803945384541,36.4512901306152,"C2019","G","E","G","G1EG7","S","Gi"
"AMG7EG3","Sa",30.7622502644857,5.92209225921362,29.8553237915039,"C2019","G","E","G","G7EG3","S","Gi"
"AMG9EH2","Sa",38.0522613525391,0.905705001724873,37.7718734741211,"C2019","H","E","G","G9EH2","P","Gi (P)"
"AMH10EF3","Sa",18.4844099680583,0.0280269516814383,18.488489151001,"C2019","F","E","H","H10EF3","P","Sn/Gi (P)"
"AMH14EE9","Sa",18.0481611887614,0.177348925828589,18.0514392852783,"C2019","E","E","H","H14EE9","S","Sn/Gi"
"AMH1EF8","Sa",16.8651638031006,0.137594255940144,16.8338661193848,"C2019","F","E","H","H1EF8","P","Sn/Gi (P)"
"AMH20EE4","Sa",17.4713439941406,0.0821008412562572,17.4504642486572,"C2019","E","E","H","H20EE4","S","Sn/Gi"
"AMH24EF2","Sa",16.822359085083,0.0437688067296647,16.8159465789795,"C2019","F","E","H","H24EF2","P","Sn/Gi (P)"
"AMH7EE10","Sa",17.939811706543,0.242811447401375,17.8048782348633,"C2019","E","E","H","H7EE10","S","Sn/Gi"
"ANH11EG14","16S",18.6920413970947,0.304455689597203,18.6080417633057,"C2019","G","E","H","H11EG14","S","Gi"
"ANH15EH14","16S",18.5544090270996,0.353324036897728,18.4131488800049,"C2019","H","E","H","H15EH14","P","Gi (P)"
"ANH17EH13","16S",17.8540287017822,0.151856402441432,17.8075847625732,"C2019","H","E","H","H17EH13","P","Gi (P)"
"ANH21EG13","16S",17.665812810262,0.266402027773134,17.6665363311768,"C2019","G","E","H","H21EG13","S","Gi"
"ANH3EH10","16S",17.7831579844157,0.0933395686458263,17.8052158355713,"C2019","H","E","H","H3EH10","P","Gi (P)"
"ANH6EG16","16S",17.1131229400635,0.209326347886941,17.1326789855957,"C2019","G","E","H","H6EG16","S","Gi"
"ANJ1AE1","16S",19.1982746124268,0.0243294318189939,19.19677734375,"C2019","E","A","J","J1AE1","S","Sn/Gi"
"ANJ2AE5","16S",18.9523646036784,0.0265752823654496,18.9659690856934,"C2019","E","A","J","J2AE5","S","Sn/Gi"
"ANJ3AE6","16S",17.8031107584635,0.0820884835844326,17.8498287200928,"C2019","E","A","J","J3AE6","S","Sn/Gi"
"ANJ4AE7","16S",16.7694447835286,0.0864738992861779,16.7415904998779,"C2019","E","A","J","J4AE7","S","Sn/Gi"
"ANJ5AE8","16S",20.1003278096517,0.177121128607399,20.027551651001,"C2019","E","A","J","J5AE8","S","Sn/Gi"
"ANJ6AE9","16S",18.0394910176595,0.0133812056677573,18.0320320129395,"C2019","E","A","J","J6AE9","S","Sn/Gi"
"ANJ7AF2","16S",18.7137145996094,0.230054362936623,18.6135940551758,"C2019","F","A","J","J7AF2","P","Sn/Gi (P)"
"ANJ8AF4","16S",16.8538773854574,0.0898768551178198,16.8778591156006,"C2019","F","A","J","J8AF4","P","Sn/Gi (P)"
"ANH11EG14","Sa",39.2551174163818,0.418984181270314,39.2551174163818,"C2019","G","E","H","H11EG14","S","Gi"
"ANH15EH14","Sa",38.2070770263672,0,38.2070770263672,"C2019","H","E","H","H15EH14","P","Gi (P)"
"ANH17EH13","Sa",32.606689453125,1.05878929089621,33.0210075378418,"C2019","H","E","H","H17EH13","P","Gi (P)"
"ANH21EG13","Sa",36.2128028869629,0.585048747768295,36.2131385803223,"C2019","G","E","H","H21EG13","S","Gi"
"ANH3EH10","Sa",37.6245129903158,0.578540621371357,37.372386932373,"C2019","H","E","H","H3EH10","P","Gi (P)"
"ANH6EG16","Sa",39.4672889709473,0.0719234283964466,39.4672889709473,"C2019","G","E","H","H6EG16","S","Gi"
"ANJ1AE1","Sa",21.5753402709961,0.0572552285732719,21.5644016265869,"C2019","E","A","J","J1AE1","S","Sn/Gi"
"ANJ2AE5","Sa",20.6057631174723,0.0636680657359651,20.6262016296387,"C2019","E","A","J","J2AE5","S","Sn/Gi"
"ANJ3AE6","Sa",20.0857213338216,0.0992857255618431,20.1393165588379,"C2019","E","A","J","J3AE6","S","Sn/Gi"
"ANJ4AE7","Sa",19.0067653656006,0.313801039882552,18.8903160095215,"C2019","E","A","J","J4AE7","S","Sn/Gi"
"ANJ5AE8","Sa",23.1176770528158,0.051002528987831,23.1200389862061,"C2019","E","A","J","J5AE8","S","Sn/Gi"
"ANJ6AE9","Sa",20.2682196299235,0.0398041146163727,20.2493305206299,"C2019","E","A","J","J6AE9","S","Sn/Gi"
"ANJ7AF2","Sa",21.0719191233317,0.123544195451547,21.0168838500977,"C2019","F","A","J","J7AF2","P","Sn/Gi (P)"
"ANJ8AF4","Sa",19.6435171763102,0.133513673021948,19.568187713623,"C2019","F","A","J","J8AF4","P","Sn/Gi (P)"
"AOJ10AF6","16S",17.8854923248291,0.099955866372313,17.8974533081055,"C2019","F","A","J","J10AF6","P","Sn/Gi (P)"
"AOJ11AF9","16S",18.3406295776367,0.02684035715927,18.344913482666,"C2019","F","A","J","J11AF9","P","Sn/Gi (P)"
"AOJ12AF10","16S",17.050853729248,0.24131094649047,16.9709205627441,"C2019","F","A","J","J12AF10","P","Sn/Gi (P)"
"AOJ13BE2","16S",19.6382872263591,0.0290642240496981,19.6257209777832,"C2019","E","B","J","J13BE2","S","Sn/Gi"
"AOJ14BE3","16S",18.0156504313151,0.0665543701616629,17.9773387908936,"C2019","E","B","J","J14BE3","S","Sn/Gi"
"AOJ15BE4","16S",18.7040170033773,0.0557378784926047,18.7143516540527,"C2019","E","B","J","J15BE4","S","Sn/Gi"
"AOJ16BE10","16S",17.723570505778,0.0834208231259571,17.7283573150635,"C2019","E","B","J","J16BE10","S","Sn/Gi"
"AOJ17BE8","16S",17.2091128031413,0.0964541549387253,17.1586532592773,"C2019","E","B","J","J17BE8","S","Sn/Gi"
"AOJ18BE9","16S",17.8701457977295,0.0826480074268755,17.861047744751,"C2019","E","B","J","J18BE9","S","Sn/Gi"
"AOJ19BF1","16S",17.8634808858236,0.0798005622389289,17.8794612884521,"C2019","F","B","J","J19BF1","P","Sn/Gi (P)"
"AOJ20BF2","16S",18.8311634063721,0.177701900110434,18.8751010894775,"C2019","F","B","J","J20BF2","P","Sn/Gi (P)"
"AOJ21BF4","16S",17.3934593200684,0.232264371949191,17.3994045257568,"C2019","F","B","J","J21BF4","P","Sn/Gi (P)"
"AOJ22BF5","16S",17.9991162618001,0.0967861892316454,17.9531936645508,"C2019","F","B","J","J22BF5","P","Sn/Gi (P)"
"AOJ9AF5","16S",15.9943110148112,0.107128166629149,15.9910926818848,"C2019","F","A","J","J9AF5","P","Sn/Gi (P)"
"AOJ10AF6","Sa",20.4317779541016,0.0454719839411032,20.4258308410645,"C2019","F","A","J","J10AF6","P","Sn/Gi (P)"
"AOJ11AF9","Sa",20.6871865590413,0.152403703261668,20.7344875335693,"C2019","F","A","J","J11AF9","P","Sn/Gi (P)"
"AOJ12AF10","Sa",18.9961903889974,0.262815951565797,18.9331912994385,"C2019","F","A","J","J12AF10","P","Sn/Gi (P)"
"AOJ13BE2","Sa",22.8599363962809,0.00901572292365416,22.8639888763428,"C2019","E","B","J","J13BE2","S","Sn/Gi"
"AOJ14BE3","Sa",19.9612032572428,0.0486860581291352,19.9716491699219,"C2019","E","B","J","J14BE3","S","Sn/Gi"
"AOJ15BE4","Sa",20.1193040211995,0.0185000818722123,20.1232318878174,"C2019","E","B","J","J15BE4","S","Sn/Gi"
"AOJ16BE10","Sa",19.7265160878499,0.118761749978311,19.7769393920898,"C2019","E","B","J","J16BE10","S","Sn/Gi"
"AOJ17BE8","Sa",19.9090118408203,0.0460170312047007,19.9192790985107,"C2019","E","B","J","J17BE8","S","Sn/Gi"
"AOJ18BE9","Sa",21.6851005554199,0.121777554481752,21.7511310577393,"C2019","E","B","J","J18BE9","S","Sn/Gi"
"AOJ19BF1","Sa",20.2390772501628,0.0591482353711488,20.2599983215332,"C2019","F","B","J","J19BF1","P","Sn/Gi (P)"
"AOJ20BF2","Sa",20.994358698527,0.10732329709928,20.9775848388672,"C2019","F","B","J","J20BF2","P","Sn/Gi (P)"
"AOJ21BF4","Sa",20.1274229685466,0.0428476479690136,20.1325302124023,"C2019","F","B","J","J21BF4","P","Sn/Gi (P)"
"AOJ22BF5","Sa",19.7962538401286,0.0880969680170127,19.772346496582,"C2019","F","B","J","J22BF5","P","Sn/Gi (P)"
"AOJ9AF5","Sa",19.0850709279378,0.689898237507158,18.7588920593262,"C2019","F","A","J","J9AF5","P","Sn/Gi (P)"
"APJ23BF6","16S",21.5755894978841,0.0293427119532988,21.5816612243652,"C2019","F","B","J","J23BF6","P","Sn/Gi (P)"
"APJ24BF10","16S",17.7953516642253,0.0689126923596677,17.7926979064941,"C2019","F","B","J","J24BF10","P","Sn/Gi (P)"
"APK10EF9","16S",14.9778416951497,0.156804499515591,15.0318126678467,"C2019","F","E","K","K10EF9","P","Sn/Gi (P)"
"APK11EG2","16S",19.8101838429769,0.0139344774636376,19.8064155578613,"C2019","G","E","K","K11EG2","S","Gi"
"APK12EG8","16S",19.6144383748372,0.0209787298649208,19.6193599700928,"C2019","G","E","K","K12EG8","S","Gi"
"APK1CE3","16S",17.106761932373,0.0797480575686121,17.0695648193359,"C2019","E","C","K","K1CE3","S","Sn/Gi"
"APK2CE6","16S",17.1883824666341,0.176291363301575,17.2852783203125,"C2019","E","C","K","K2CE6","S","Sn/Gi"
"APK3CE10","16S",16.268528620402,0.0729293985197532,16.2691402435303,"C2019","E","C","K","K3CE10","S","Sn/Gi"
"APK4CF3","16S",16.3501675923665,0.087384427311739,16.3205032348633,"C2019","F","C","K","K4CF3","P","Sn/Gi (P)"
"APK5CF6","16S",17.004955291748,0.080280678422616,16.9601211547852,"C2019","F","C","K","K5CF6","P","Sn/Gi (P)"
"APK6CF9","16S",17.7622706095378,0.146619889443495,17.8091564178467,"C2019","F","C","K","K6CF9","P","Sn/Gi (P)"
"APK7CE2","16S",16.9082908630371,0.104801554754347,16.9591026306152,"C2019","E","C","K","K7CE2","S","Sn/Gi"
"APK8EE8","16S",16.9736830393473,0.037254664211093,16.9540271759033,"C2019","E","E","K","K8EE8","S","Sn/Gi"
"APK9EF1","16S",16.7079772949219,0.199103127382239,16.6494064331055,"C2019","F","E","K","K9EF1","P","Sn/Gi (P)"
"APJ23BF6","Sa",23.2599773406982,0.040929496373321,23.2581615447998,"C2019","F","B","J","J23BF6","P","Sn/Gi (P)"
"APJ24BF10","Sa",19.1636803944906,0.156733910046368,19.1812515258789,"C2019","F","B","J","J24BF10","P","Sn/Gi (P)"
"APK10EF9","Sa",16.4621035257975,0.126449463238993,16.4725666046143,"C2019","F","E","K","K10EF9","P","Sn/Gi (P)"
"APK11EG2","Sa",33.7500966389974,0.331458662893864,33.8961296081543,"C2019","G","E","K","K11EG2","S","Gi"
"APK12EG8","Sa",32.1266422271729,0.263249116497973,32.0293998718262,"C2019","G","E","K","K12EG8","S","Gi"
"APK1CE3","Sa",18.6202748616536,0.0369280220304202,18.6152496337891,"C2019","E","C","K","K1CE3","S","Sn/Gi"
"APK2CE6","Sa",19.3748467763265,0.0862405174656967,19.3426895141602,"C2019","E","C","K","K2CE6","S","Sn/Gi"
"APK3CE10","Sa",17.9705403645833,0.0294446164386244,17.9720859527588,"C2019","E","C","K","K3CE10","S","Sn/Gi"
"APK4CF3","Sa",18.9344520568848,0.0981791027681432,18.9350109100342,"C2019","F","C","K","K4CF3","P","Sn/Gi (P)"
"APK5CF6","Sa",18.3251457214355,0.0609925260679563,18.3318138122559,"C2019","F","C","K","K5CF6","P","Sn/Gi (P)"
"APK6CF9","Sa",19.5015411376953,0.253809579864677,19.3748035430908,"C2019","F","C","K","K6CF9","P","Sn/Gi (P)"
"APK7CE2","Sa",19.0600001017253,0.0312682092882354,19.0484886169434,"C2019","E","C","K","K7CE2","S","Sn/Gi"
"APK8EE8","Sa",18.9060071309408,0.066639578937451,18.897253036499,"C2019","E","E","K","K8EE8","S","Sn/Gi"
"APK9EF1","Sa",18.5745538075765,0.126991295239175,18.5433540344238,"C2019","F","E","K","K9EF1","P","Sn/Gi (P)"
"AQK13EG10","16S",16.0204257965088,0.407325710485376,15.8166208267212,"C2019","G","E","K","K13EG10","S","Gi"
"AQK14EG11","16S",17.3118190765381,0.184593818915385,17.3841114044189,"C2019","G","E","K","K14EG11","S","Gi"
"AQK15EG12","16S",18.869602839152,0.0933615743467786,18.8567733764648,"C2019","G","E","K","K15EG12","S","Gi"
"AQK16EG15","16S",20.7041657765706,0.271722121963126,20.5732021331787,"C2019","G","E","K","K16EG15","S","Gi"
"AQK17EH1","16S",29.5825201670329,0.041469322564442,29.5684242248535,"C2019","H","E","K","K17EH1","P","Gi (P)"
"AQK18EH5","16S",18.1784553527832,0.12379764858707,18.1248188018799,"C2019","H","E","K","K18EH5","P","Gi (P)"
"AQK19EH7","16S",16.7653312683105,0.286195495003639,16.6672115325928,"C2019","H","E","K","K19EH7","P","Gi (P)"
"AQK20EH8","16S",19.1000830332438,0.312725807944785,18.9894237518311,"C2019","H","E","K","K20EH8","P","Gi (P)"
"AQK21EH11","16S",16.0039958953857,0.0132880660814092,15.9987306594849,"C2019","H","E","K","K21EH11","P","Gi (P)"
"AQK22EH16","16S",16.7355944315592,0.266886598050573,16.8414001464844,"C2019","H","E","K","K22EH16","P","Gi (P)"
"AQK23FG7","16S",17.9184563954671,0.0511359237310541,17.935676574707,"C2019","G","F","K","K23FG7","S","Gi"
"AQK24FG8","16S",20.6794961293538,0.111828127210095,20.741979598999,"C2019","G","F","K","K24FG8","S","Gi"
"AQL1FH18","16S",19.4814414978027,0.0692870052568646,19.5006484985352,"C2019","H","F","L","L1FH18","P","Gi (P)"
"AQL2FH1","16S",21.6346747080485,0.18044445234125,21.5762310028076,"C2019","H","F","L","L2FH1","P","Gi (P)"
"AQK13EG10","Sa",33.6823081970215,0.39955482128158,33.6823081970215,"C2019","G","E","K","K13EG10","S","Gi"
"AQK14EG11","Sa",32.7368927001953,0.161529652770072,32.7718658447266,"C2019","G","E","K","K14EG11","S","Gi"
"AQK15EG12","Sa",31.2751979827881,0.23487595738151,31.2751979827881,"C2019","G","E","K","K15EG12","S","Gi"
"AQK16EG15","Sa",37.4506352742513,1.23112983612271,37.5444679260254,"C2019","G","E","K","K16EG15","S","Gi"
"AQK17EH1","Sa",35.2550150553385,0.75900903138234,35.208438873291,"C2019","H","E","K","K17EH1","P","Gi (P)"
"AQK18EH5","Sa",36.2034428914388,1.07061703877716,35.817626953125,"C2019","H","E","K","K18EH5","P","Gi (P)"
"AQK19EH7","Sa",37.1347096761068,0.370027821255808,36.955982208252,"C2019","H","E","K","K19EH7","P","Gi (P)"
"AQK20EH8","Sa",38.0842971801758,1.00443027933985,37.6573944091797,"C2019","H","E","K","K20EH8","P","Gi (P)"
"AQK21EH11","Sa",37.2942695617676,1.36626909567002,36.6264152526855,"C2019","H","E","K","K21EH11","P","Gi (P)"
"AQK22EH16","Sa",36.5711275736491,0.336863692082783,36.4173355102539,"C2019","H","E","K","K22EH16","P","Gi (P)"
"AQK23FG7","Sa",37.4734840393066,2.14847078125207,36.7509765625,"C2019","G","F","K","K23FG7","S","Gi"
"AQK24FG8","Sa",35.4665044148763,0.354984540583383,35.4660110473633,"C2019","G","F","K","K24FG8","S","Gi"
"AQL1FH18","Sa",39.4757690429688,0,39.4757690429688,"C2019","H","F","L","L1FH18","P","Gi (P)"
"AQL2FH1","Sa",38.5007629394531,0,38.5007629394531,"C2019","H","F","L","L2FH1","P","Gi (P)"
"BA16EH4","16S",21.5021540323893,7.72745825574411,17.1181888580322,"C2019","H","E","A","A16EH4","P","Gi (P)"
"BA17DA6","16S",NA,0.157576031380227,30.9719047546387,"C2019","A","D","A","A17DA6","S","MD"
"BA18DB9","16S",27.3271452585856,0.0315619072945088,27.3178520202637,"C2019","B","D","A","A18DB9","P","MD (P)"
"BA19FG6","16S",17.521364847819,0.297941130547147,17.4538116455078,"C2019","G","F","A","A19FG6","S","Gi"
"BA20FD6","16S",16.8258577982585,0.161714678027523,16.908727645874,"C2019","D","F","A","A20FD6","P","Sn (P)"
"BA21DH3","16S",21.0382671356201,0.40843811973229,21.1351108551025,"C2019","H","D","A","A21DH3","P","Gi (P)"
"BA22DH7","16S",19.5964132944743,0.252354490088241,19.7393665313721,"C2019","H","D","A","A22DH7","P","Gi (P)"
"BA23EB2","16S",20.058827718099,0.513875235129415,19.8135738372803,"C2019","B","E","A","A23EB2","P","MD (P)"
"BA24FH9","16S",17.1799551645915,0.0638384645581766,17.1858787536621,"C2019","H","F","A","A24FH9","P","Gi (P)"
"BB1CE7","16S",21.6684010823568,7.16571383199879,17.6562767028809,"C2019","E","C","B","B1CE7","S","Sn/Gi"
"BB2AD6","16S",17.9519882202148,0.740229788091871,18.0635948181152,"C2019","D","A","B","B2AD6","P","Sn (P)"
"BB3CF2","16S",17.3000297546387,0.614587210068396,17.0763397216797,"C2019","F","C","B","B3CF2","P","Sn/Gi (P)"
"BB4BB3","16S",24.0662733713786,0.263652686306459,24.1601161956787,"C2019","B","B","B","B4BB3","P","MD (P)"
"BB5AB5","16S",26.0411891937256,0.383299672075242,25.9618587493896,"C2019","B","A","B","B5AB5","P","MD (P)"
"BA16EH4","Actin",20.5396054585775,0.421678064622098,20.5282859802246,"C2019","H","E","A","A16EH4","P","Gi (P)"
"BA17DA6","Actin",29.6797590255737,10.8798872783395,29.6797590255737,"C2019","A","D","A","A17DA6","S","MD"
"BA18DB9","Actin",21.202309290568,0.145083388551325,21.1804637908936,"C2019","B","D","A","A18DB9","P","MD (P)"
"BA19FG6","Actin",22.2210814158122,0.218463092955721,22.2945232391357,"C2019","G","F","A","A19FG6","S","Gi"
"BA20FD6","Actin",21.8531293869019,0.339172211531781,21.8531293869019,"C2019","D","F","A","A20FD6","P","Sn (P)"
"BA21DH3","Actin",21.9209067026774,0.296181847324942,21.7935161590576,"C2019","H","D","A","A21DH3","P","Gi (P)"
"BA22DH7","Actin",21.5351765950521,0.504001696890659,21.3335132598877,"C2019","H","D","A","A22DH7","P","Gi (P)"
"BA23EB2","Actin",21.8217608133952,0.232816166512265,21.8859786987305,"C2019","B","E","A","A23EB2","P","MD (P)"
"BA24FH9","Actin",21.2969977060954,0.159438639948003,21.311803817749,"C2019","H","F","A","A24FH9","P","Gi (P)"
"BB1CE7","Actin",21.6213162740072,0.188478447104645,21.5161075592041,"C2019","E","C","B","B1CE7","S","Sn/Gi"
"BB2AD6","Actin",21.8243961334229,0.138380990383586,21.7973480224609,"C2019","D","A","B","B2AD6","P","Sn (P)"
"BB3CF2","Actin",21.1873429616292,0.58564145691264,20.9289646148682,"C2019","F","C","B","B3CF2","P","Sn/Gi (P)"
"BB4BB3","Actin",21.2986278533936,0.63342944978471,21.4763870239258,"C2019","B","B","B","B4BB3","P","MD (P)"
"BB5AB5","Actin",21.4349994659424,0.289148143812362,21.5881080627441,"C2019","B","A","B","B5AB5","P","MD (P)"
"CB10BC2","16S",19.3376057942708,0.54549496762016,19.0634860992432,"C2019","C","B","B","B10BC2","S","Sn"
"CB11CD9","16S",19.1536865234375,0.320400165657954,19.0770397186279,"C2019","D","C","B","B11CD9","P","Sn (P)"
"CB12BE5","16S",16.2494974136353,0.575311771319415,16.4088973999023,"C2019","E","B","B","B12BE5","S","Sn/Gi"
"CB13AA2","16S",NA,0.213588365228735,30.8419075012207,"C2019","A","A","B","B13AA2","S","MD"
"CB14AE3","16S",18.163636525472,0.444153028358493,18.1257991790771,"C2019","E","A","B","B14AE3","S","Sn/Gi"
"CB15BF7","16S",17.8401514689128,0.258166349373316,17.9777355194092,"C2019","F","B","B","B15BF7","P","Sn/Gi (P)"
"CB16BA1","16S",NA,0.237777742651754,30.8081073760986,"C2019","A","B","B","B16BA1","S","MD"
"CB17AC7","16S",16.4895038604736,0.267167749068612,16.5220222473145,"C2019","C","A","B","B17AC7","S","Sn"
"CB18CB5","16S",25.7917321523031,0.203713185610045,25.9022483825684,"C2019","B","C","B","B18CB5","P","MD (P)"
"CB6CC10","16S",17.541316986084,0.535543056697519,17.7607917785645,"C2019","C","C","B","B6CC10","S","Sn"
"CB7BD6","16S",17.5911916097005,0.0737774419424477,17.5611572265625,"C2019","D","B","B","B7BD6","P","Sn (P)"
"CB8AF8","16S",16.6864395141602,0.435580471278901,16.9064331054688,"C2019","F","A","B","B8AF8","P","Sn/Gi (P)"
"CB9CA5","16S",NA,0.581808870953979,29.9786338806152,"C2019","A","C","B","B9CA5","S","MD"
"CC1EB8","16S",18.558115641276,0.636018219520874,18.2895355224609,"C2019","B","E","C","C1EB8","P","MD (P)"
"CB10BC2","Actin",23.0435250600179,0.216528858730262,22.9699325561523,"C2019","C","B","B","B10BC2","S","Sn"
"CB11CD9","Actin",22.9620889027913,0.388149958949063,23.18115234375,"C2019","D","C","B","B11CD9","P","Sn (P)"
"CB12BE5","Actin",22.6243152618408,0.502861369177109,22.6851234436035,"C2019","E","B","B","B12BE5","S","Sn/Gi"
"CB13AA2","Actin",22.0793883005778,0.435614292392851,22.3218879699707,"C2019","A","A","B","B13AA2","S","MD"
"CB14AE3","Actin",22.8772214253743,0.264127883819449,22.860710144043,"C2019","E","A","B","B14AE3","S","Sn/Gi"
"CB15BF7","Actin",23.0463314056396,0.435523735822151,22.9919719696045,"C2019","F","B","B","B15BF7","P","Sn/Gi (P)"
"CB16BA1","Actin",22.0184256235758,1.59209226080802,22.4277935028076,"C2019","A","B","B","B16BA1","S","MD"
"CB17AC7","Actin",22.7689030965169,0.371620109232722,22.971492767334,"C2019","C","A","B","B17AC7","S","Sn"
"CB18CB5","Actin",22.6465746561686,0.147674761203802,22.6351127624512,"C2019","B","C","B","B18CB5","P","MD (P)"
"CB6CC10","Actin",20.9611727396647,0.229352453090634,20.991003036499,"C2019","C","C","B","B6CC10","S","Sn"
"CB7BD6","Actin",21.9534111022949,0.379886122482623,22.1425113677979,"C2019","D","B","B","B7BD6","P","Sn (P)"
"CB8AF8","Actin",22.5294717152913,0.479054380933674,22.4320487976074,"C2019","F","A","B","B8AF8","P","Sn/Gi (P)"
"CB9CA5","Actin",22.1833203633626,0.523861400397665,22.0459995269775,"C2019","A","C","B","B9CA5","S","MD"
"CC1EB8","Actin",21.1510740915934,0.899596167531656,21.0972118377686,"C2019","B","E","C","C1EB8","P","MD (P)"
"DC10EA6","16S",28.0037434895833,0.0128752567455084,27.9978637695312,"C2019","A","E","C","C10EA6","S","MD"
"DC11EE1","16S",17.2237962086995,0.774284367778865,17.2605419158936,"C2019","E","E","C","C11EE1","S","Sn/Gi"
"DC12EG9","16S",19.3827482859294,0.404570679657297,19.3060531616211,"C2019","G","E","C","C12EG9","S","Gi"
"DC13EH6","16S",17.2370179494222,0.210088916254846,17.1676578521729,"C2019","H","E","C","C13EH6","P","Gi (P)"
"DC14EC4","16S",16.2956746419271,0.146715327843543,16.2543716430664,"C2019","C","E","C","C14EC4","S","Sn"
"DC15EB5","16S",19.4423262278239,0.786623983932508,19.2127876281738,"C2019","B","E","C","C15EB5","P","MD (P)"
"DC2EG5","16S",17.8996035257975,0.216269671790113,17.9994964599609,"C2019","G","E","C","C2EG5","S","Gi"
"DC3EF10","16S",18.0019372304281,0.0785819818479416,18.0233726501465,"C2019","F","E","C","C3EF10","P","Sn/Gi (P)"
"DC4EE5","16S",15.3181155522664,0.93372016004515,15.6945581436157,"C2019","E","E","C","C4EE5","S","Sn/Gi"
"DC5ED5","16S",16.3996569315592,0.0654343514064961,16.4100475311279,"C2019","D","E","C","C5ED5","P","Sn (P)"
"DC6EC7","16S",16.5063451131185,0.408809153918497,16.3942947387695,"C2019","C","E","C","C6EC7","S","Sn"
"DC7EA2","16S",30.2019990285238,0.239939551298231,30.2327041625977,"C2019","A","E","C","C7EA2","S","MD"
"DC8EH15","16S",18.0884246826172,1.2835177996996,17.4445743560791,"C2019","H","E","C","C8EH15","P","Gi (P)"
"DC9ED7","16S",16.423529624939,0.417260260245734,16.4773921966553,"C2019","D","E","C","C9ED7","P","Sn (P)"
"DC10EA6","Actin",21.2017574310303,0.96372747280732,21.5301475524902,"C2019","A","E","C","C10EA6","S","MD"
"DC11EE1","Actin",22.0355752309163,0.143486982227841,21.9596424102783,"C2019","E","E","C","C11EE1","S","Sn/Gi"
"DC12EG9","Actin",21.3178253173828,1.06508648325773,21.5331726074219,"C2019","G","E","C","C12EG9","S","Gi"
"DC13EH6","Actin",21.8481877644857,0.206696968370305,21.7568187713623,"C2019","H","E","C","C13EH6","P","Gi (P)"
"DC14EC4","Actin",21.6032562255859,0.618453629855428,21.7686195373535,"C2019","C","E","C","C14EC4","S","Sn"
"DC15EB5","Actin",23.7432568868001,0.275891370937004,23.6458797454834,"C2019","B","E","C","C15EB5","P","MD (P)"
"DC2EG5","Actin",21.4990819295247,0.450383897791837,21.4098300933838,"C2019","G","E","C","C2EG5","S","Gi"
"DC3EF10","Actin",23.1524264017741,0.367978016393521,23.1349658966064,"C2019","F","E","C","C3EF10","P","Sn/Gi (P)"
"DC4EE5","Actin",20.9075298309326,0.181532924920789,20.9790515899658,"C2019","E","E","C","C4EE5","S","Sn/Gi"
"DC5ED5","Actin",21.1452363332113,1.16140382132182,21.8051719665527,"C2019","D","E","C","C5ED5","P","Sn (P)"
"DC6EC7","Actin",21.5342038472493,0.515737136969943,21.6794776916504,"C2019","C","E","C","C6EC7","S","Sn"
"DC7EA2","Actin",22.601713180542,0.161528856287095,22.6613273620605,"C2019","A","E","C","C7EA2","S","MD"
"DC8EH15","Actin",21.4115467071533,0.379188878337329,21.2154445648193,"C2019","H","E","C","C8EH15","P","Gi (P)"
"DC9ED7","Actin",20.50319480896,0.566442301566671,20.4033451080322,"C2019","D","E","C","C9ED7","P","Sn (P)"
"EC16EF6","16S",17.7724138895671,0.393395076113437,17.9008197784424,"C2019","F","E","C","C16EF6","P","Sn/Gi (P)"
"ED10FE5","16S",19.1118564605713,0.0350069164652362,19.1270656585693,"C2019","E","F","D","D10FE5","S","Sn/Gi"
