NAME;IMAGEFILE;ROI_NUM;19F ;12C2 ;13C 12C ;14N 12C ;31P ;32S ;SE;13C 12C /12C2;ER-13C 12C /12C2;CHSQ1;TOTNUM1;TOTDEN1;STD1;NPIX;ROIAREA;ROIDIAM;ROIX;ROIY;ROI_XSTG;ROI_YSTG;14N 13C ;14N 13C /14N 12C;ER-14N 13C /14N 12C;CHSQ2;TOTNUM2;TOTDEN2;STD2;Sample;Experiment;Lm_number;Date acquired;Batch;Date Loaded;Type;Time;Label;Tissue;ratio_14N13c;delta_14N13c;atpercent_14N13c
ROI6;ElChazli-Dec-2021_9.im;6;1270.769;13776.92;295.8974;59851.79;1.538462;80.51282;39290.26;0.02147776;0.0009036817;0.6890206;1293;116711;1;39;0.3716355;0.6878815;76;36;-11985;14527;663.077;0.01107865;0.0003097989;0.5495473;577;26865;1;72_12C;Replicate August;Lm_9;91221;B;231221;B5;72;12C;Wkb2;0.961613242021023;-15.5908579631288;1.09572578255852
ROI7;ElChazli-Dec-2021_10.im;7;1333.793;15732.41;623.4483;55098.62;2.068966;87.5862;43470.35;0.03962827;0.001343878;0.4498429;1714;79893;1;29;0.2763443;0.5931715;95;41;-14687;14923;1182.069;0.02145369;0.0005237283;0.9908395;904;22812;1;72_13C;Replicate August;Lm_10;91221;B;231221;B6;72;13C;Wkb2;1.9524067806482;906.298020645566;2.10031010814384
ROI7;ElChazli-Dec-2021_11.im;7;904.8276;15513.1;571.7241;50320.69;2.758621;53.79311;45048.96;0.03685427;0.001303375;1.00078;1607;72965;1;29;0.2763443;0.5931715;215;224;-14666;14965;1108.276;0.02202426;0.0005554231;0.5320241;829;22494;1;72_13C;Replicate August;Lm_11;91221;B;231221;B6;72;13C;Wkb2;1.99828699540991;956.996826382003;2.15496457774399
ROI7;ElChazli-Dec-2021_12.im;7;1480.488;15103.9;592.6829;51215.12;4.390244;73.17073;40164.39;0.03924038;0.001147633;0.3822293;2355;104991;1;41;0.3906937;0.705299;12;212;-14665;14945;1148.781;0.02243049;0.0004673694;2.253866;1215;30963;1;72_13C;Replicate August;Lm_12;91221;B;231221;B6;72;13C;Wkb2;2.0558702382851;993.092968580704;2.19384151688775
ROI7;ElChazli-Dec-2021_13.im;7;1123.429;14944;310.8571;45594.86;1.714286;65.71429;41165.14;0.02080147;0.0009010838;0.9337174;891;79791;1;35;0.333519;0.6516514;118;33;-11984;14532;509.1429;0.01116667;0.0003761805;0.8628759;544;26152;1;72_12C;Replicate August;Lm_13;101221;C;231221;B6;72;12C;Wkb2;1.00604709199923;-7.76971615595146;1.10433556301898
ROI7;ElChazli-Dec-2021_20.im;7;1357.922;11189.61;247.7922;54485.97;4.415585;52.98701;37991.69;0.02214485;0.000724861;0.4588389;2349;209771;1;77;0.7337418;0.9665552;183;180;-11963;14575;610.1299;0.01119793;0.0002323348;1.003386;954;43080;1;72_12C;Replicate August;Lm_20;101221;C;241221;B6;72;12C;Wkb2;1.00023492001108;-4.99206456662671;1.10739217677366
ROI7;ElChazli-Dec-2021_35.im;7;2138.182;16881.82;961.3636;55758.18;8.181818;160;50267.73;0.05694669;0.001273033;0.9641085;3953;122668;1;44;0.8222606;1.023198;195;164;-14943;15200;1796.818;0.03222519;0.0005207381;0.7988514;2115;37140;1;72_13C;Replicate August;Lm_35;110122;E;260122;B5;72;13C;Wkb2;2.81732313478571;1863.41491426078;3.12191479878081
ROI7;ElChazli-Dec-2021_38.im;7;2144.898;20054.29;757.551;51951.43;7.346939;86.12245;49328.98;0.03777502;0.0008932382;1.190507;2610;127281;1;49;0.9156994;1.079771;133;214;-14691;14998;1065.306;0.02050581;0.0004054753;0.8810833;1856;49133;1;72_13C;Replicate August;Lm_38;110122;E;260122;B5;72;13C;Wkb2;1.69432117045247;822.072800284429;2.00937681263516
ROI7;ElChazli-Dec-2021_41.im;7;438.9831;14547.46;312.5424;34418.3;4.745763;96.61017;22327.8;0.02148433;0.0007151089;1.084643;1176;101534;1;59;0.5622178;0.846072;146;162;2614;15704;398.6441;0.01158233;0.0003396978;1.652423;922;42915;1;48_12C;Replicate August;Lm_41;160222;F;170222;B5;48;12C;Wkb2;0.995825767267825;29.1643420532208;1.14497153700517
ROI7;ElChazli-Dec-2021_42.im;7;265.8824;17014.71;1518.529;34034.12;4.705883;108.5294;11900.29;0.08924805;0.001296317;0.939819;6199;115716;1;68;0.6479798;0.9083135;107;246;-322;14261;1823.235;0.05357081;0.000698392;1.076124;5163;57850;1;48_13C;Replicate August;Lm_42;160222;F;170222;B5;48;13C;Wkb2;4.96513337164254;3760.11022194223;5.08468904078396
ROI7;ElChazli-Dec-2021_43.im;7;266.7924;39984.91;3138.113;33567.55;47.54717;417.7358;35178.87;0.07848245;0.0008937619;0.7355701;3806;88954;1;53;0.5050431;0.8018982;205;44;-302;14270;1436.226;0.04278616;0.0007082173;1.403561;8316;105960;1;48_13C;Replicate August;Lm_43;160222;F;170222;B5;48;13C;Wkb2;3.74755388632305;2801.82486644603;4.1030601955629
ROI7;ElChazli-Dec-2021_5.im;7;816.699;15554.56;1273.786;45606.21;2.524272;53.20388;39576.31;0.08189149;0.001051668;0.9744253;11848;234872;1;103;0.9814988;1.117892;136;142;-410;14208;2300.583;0.0504445;0.0004749828;2.229338;6560;80106;1;48_13C;Replicate August;Lm_5;91221;B;221221;B6;48;13C;Wkb2;4.28728538925912;3482.31751752054;4.80220623409294
ROI7;ElChazli-Dec-2021_6.im;7;936.7856;16021.07;607.8571;49770.36;1.071429;58.57143;43890;0.03794111;0.0009369503;1.241076;3079;139357;1;56;0.5336304;0.8242811;162;103;-14922;15104;1099.643;0.02209433;0.0004025516;0.8732784;1702;44859;1;72_13C;Replicate August;Lm_6;91221;B;221221;B6;72;13C;Wkb2;1.92890636117521;963.22299550753;2.16167276420251
ROI7;ElChazli-Dec-2021_7.im;7;1011.302;16694.35;653.5626;57267.32;0.982801;81.57248;1077.641;0.03914874;0.001094286;0.6343937;2609;116539;1;37;0.3525772;0.6700114;62;106;-14922;15094;1282.064;0.02238736;0.0004431732;1.52873;1330;33973;1;72_13C;Replicate August;Lm_7;91221;B;221221;B6;72;13C;Wkb2;2.02946562283568;989.260591323904;2.18971390032045
ROI7;ElChazli-Dec-2021_8.im;7;1038.821;16662.41;690.9091;59318.92;1.474202;68.79607;1076.658;0.04146514;0.001128529;0.56005;2704;120714;1;37;0.3525772;0.6700114;40;143;-14940;15182;1328.747;0.02240005;0.0004355682;1.983904;1406;33908;1;72_13C;Replicate August;Lm_8;91221;B;221221;B6;72;13C;Wkb2;2.04145325629295;990.38817925316;2.19092846555829
ROI7;ElChazli-Dec-2021_9.im;7;1091.111;14430;311.6667;62541.11;2.222222;81.66666;41523.34;0.02159852;0.0009216854;0.5756163;1237;112574;1;36;0.3430481;0.6608952;168;96;-11990;14536;687.2222;0.01098833;0.0003141375;1.124131;561;25974;1;72_12C;Replicate August;Lm_9;91221;B;231221;B6;72;12C;Wkb2;0.968012840672937;-23.6163695289578;1.0868896522942
ROI8;ElChazli-Dec-2021_10.im;8;1248.333;15621.67;618.3333;54461.66;3.333333;79.16666;43529.17;0.03958178;0.001481572;0.6816329;1450;65354;1;24;0.2286988;0.5396187;121;41;-14687;14926;1208.333;0.02218686;0.0005890836;0.7262565;742;18746;1;72_13C;Replicate August;Lm_10;91221;B;231221;B7;72;13C;Wkb2;1.98192344351433;971.444879754498;2.17052838501345
ROI8;ElChazli-Dec-2021_11.im;8;921.4286;16879.29;633.5714;51905;0.7142857;67.85714;45050;0.03753544;0.001283752;0.2456873;1644;72667;1;28;0.2668152;0.5828547;59;177;-14661;14950;1174.286;0.02262375;0.00056425;1.459011;887;23631;1;72_13C;Replicate August;Lm_11;91221;B;231221;B7;72;13C;Wkb2;2.02118136425889;1010.26535969244;2.21232440843308
ROI8;ElChazli-Dec-2021_12.im;8;1092.857;17823.33;678.0952;54072.86;2.857143;66.66666;43818.57;0.03804537;0.0010272;1.046181;2437;113553;1;42;0.4002228;0.7138484;41;117;-14655;14948;1160.476;0.02146134;0.0004393798;1.427136;1424;37429;1;72_13C;Replicate August;Lm_12;91221;B;231221;B7;72;13C;Wkb2;1.91071992963007;906.977772234125;2.10104274708303
ROI8;ElChazli-Dec-2021_13.im;8;1215.686;16621.96;358.8235;52395.69;1.176471;81.17648;40729.02;0.02158732;0.0007213164;0.8460717;1483;133609;1;51;0.4859849;0.7866226;83;162;-11997;14528;581.5687;0.01109955;0.0002898223;0.8714451;915;42386;1;72_12C;Replicate August;Lm_13;101221;C;231221;B7;72;12C;Wkb2;1.00014957798284;-13.7337588519041;1.09777046655681
ROI8;ElChazli-Dec-2021_20.im;8;725.8333;10033.33;228.75;44215;0.8333334;63.33333;36021.25;0.022799;0.0009840674;1.244056;1188;106116;1;48;0.4573975;0.763136;156;22;-11947;14572;495;0.0111953;0.0003266215;1.207055;549;24080;1;72_12C;Replicate August;Lm_20;101221;C;241221;B7;72;12C;Wkb2;0.999262734345155;-5.2257569428239;1.10713486915679
ROI8;ElChazli-Dec-2021_35.im;8;2565.455;19292.73;734.5455;54989.09;1.818182;136.3636;52603.64;0.0380737;0.001929961;0.6764927;631;30244;1;11;0.2055652;0.5115991;211;163;-14943;15202;1147.273;0.02086364;0.0008391881;1.587361;404;10611;1;72_13C;Replicate August;Lm_35;110122;E;260122;B6;72;13C;Wkb2;1.86083291190948;853.868291909768;2.04372520535397
ROI8;ElChazli-Dec-2021_38.im;8;1920;20417.07;784.878;54580;7.317073;97.07317;46795.12;0.03844224;0.0009766116;1.120191;2471;111889;1;41;0.7661974;0.9877008;214;170;-14685;15009;1205.366;0.02208439;0.000449151;1.553184;1609;41855;1;72_13C;Replicate August;Lm_38;110122;E;260122;B6;72;13C;Wkb2;1.95442614304122;962.339762724489;2.1607207883157
ROI8;ElChazli-Dec-2021_41.im;8;406.6667;13881.9;311.4286;29308.57;0.952381;89.5238;20910.48;0.02243414;0.001254449;0.8191273;352;30774;1;21;0.2001114;0.504767;151;165;2614;15705;335.2381;0.01143823;0.0006131364;1.087635;327;14576;1;48_12C;Replicate August;Lm_41;160222;F;170222;B6;48;12C;Wkb2;1.00805067119772;16.3601323916183;1.13088743142957
ROI8;ElChazli-Dec-2021_42.im;8;241.5789;28133.81;3126.448;33508.29;16.97368;288.1579;25085.53;0.1111277;0.0007599275;1.449927;18301;254663;1;152;1.448425;1.358011;236;194;-317;14273;2408.026;0.0718636;0.0005499729;1.340704;23761;213817;1;48_13C;Replicate August;Lm_42;160222;F;170222;B6;48;13C;Wkb2;6.4355443475987;5385.54199470882;6.70454620123066
ROI8;ElChazli-Dec-2021_43.im;8;284.7458;38661.7;3925.424;34041.02;41.01695;470.5085;34982.71;0.1015326;0.0009902618;1.191059;6216;100421;1;59;0.5622178;0.846072;217;34;-301;14271;2107.119;0.0618994;0.000809045;0.8064324;11580;114052;1;48_13C;Replicate August;Lm_43;160222;F;170222;B6;48;13C;Wkb2;5.50409654581249;4500.1588863803;5.82912165962403
ROI8;ElChazli-Dec-2021_5.im;8;867.2;15228;1526.4;38837.6;01.juin;59.2;41068.8;0.1002364;0.002407018;0.623671;3244;48547;1;25;0.2382279;0.550746;169;140;-410;14212;2595.2;0.06682184;0.00121178;1.258427;1908;19035;1;48_13C;Replicate August;Lm_5;91221;B;221221;B7;48;13C;Wkb2;6.05006147678278;4937.54926671797;6.26363653916704
ROI8;ElChazli-Dec-2021_6.im;8;986.8182;16813.18;646.8182;55560;3.181818;73.18182;42638.18;0.0384709;0.001039267;0.2774392;2650;122232;1;44;0.419281;0.7306471;69;120;-14924;15095;1204.545;0.02168008;0.000425692;0.3641343;1423;36989;1;72_13C;Replicate August;Lm_6;91221;B;221221;B7;72;13C;Wkb2;1.98381476655491;926.414224846053;2.12200238722956
ROI8;ElChazli-Dec-2021_7.im;8;971.3498;16280.99;668.3196;57665.57;2.203857;73.8292;1078.788;0.04104907;0.001202565;0.7443228;2369;104663;1;33;0.3144608;0.632759;220;95;-14921;15110;1305.234;0.02263455;0.0004702725;1.262787;1213;29550;1;72_13C;Replicate August;Lm_7;91221;B;221221;B7;72;13C;Wkb2;2.01337920863329;1011.22500899394;2.21335629068242
ROI8;ElChazli-Dec-2021_8.im;8;660.0925;15553.78;783.9753;50233.9;1.848999;89.36826;1078.582;0.05040418;0.001024203;1.22424;4649;163009;1;59;0.5622178;0.846072;58;143;-14940;15184;1432.666;0.0285199;0.0004242038;0.8293744;2544;50472;1;72_13C;Replicate August;Lm_8;91221;B;221221;B7;72;13C;Wkb2;2.52999276128565;1534.17612163733;2.77290733818075
ROI8;ElChazli-Dec-2021_9.im;8;1159.286;13709.29;292.8571;57189.29;2.857143;60.71429;37465;0.02136195;0.001066201;0.3771811;969;80065;1;28;0.2668152;0.5828547;182;136;-11994;14538;692.1429;0.01210267;0.0003911393;0.8988361;410;19193;1;72_12C;Replicate August;Lm_9;91221;B;231221;B7;72;12C;Wkb2;1.05877901595517;75.3998899735417;1.19579434254123
ROI9;ElChazli-Dec-2021_10.im;9;1064.571;15358.29;594.8571;54516.57;1.142857;72;41626.86;0.038732;0.001223478;0.7028787;1978;95404;1;35;0.333519;0.6516514;58;37;-14687;14920;1130.286;0.02073288;0.0004709802;1.249893;1041;26877;1;72_13C;Replicate August;Lm_10;91221;B;231221;B8;72;13C;Wkb2;1.80674126754095;842.249426848344;2.03117674788311
ROI9;ElChazli-Dec-2021_11.im;9;1143.704;16860.37;659.2593;56058.52;2.962963;81.11111;46094.81;0.03910111;0.0009447306;1.532856;3320;151358;1;54;0.5145722;0.809428;121;198;-14663;14956;1229.63;0.02193475;0.0003848356;2.257761;1780;45523;1;72_13C;Replicate August;Lm_11;91221;B;231221;B8;72;13C;Wkb2;1.94386521199317;949.043288513786;2.14639502235628
ROI9;ElChazli-Dec-2021_12.im;9;1132.281;17638.6;729.4736;56176.49;3.157895;84.91228;43662.11;0.04135668;0.0009255889;1.07818;3642;160103;1;57;0.5431595;0.8316082;200;93;-14653;14964;1277.895;0.02274786;0.0003812017;0.3196232;2079;50270;1;72_13C;Replicate August;Lm_12;91221;B;231221;B8;72;13C;Wkb2;2.02625922702741;1021.29332958211;2.22419054698784
ROI9;ElChazli-Dec-2021_13.im;9;1357.419;16733.12;361.2903;53080.21;2.795699;83.44086;43458.28;0.02159133;0.0005324311;0.685609;2818;246823;1;93;0.8862076;1.06224;149;156;-11996;14535;606.0215;0.01141709;0.0002162967;1.167186;1680;77809;1;72_12C;Replicate August;Lm_13;101221;C;231221;B8;72;12C;Wkb2;1.02099748799217;14.4817077403601;1.12882108329768
ROI9;ElChazli-Dec-2021_20.im;9;1218.928;11207.14;232.1429;58370;2.142857;56.42857;36723.93;0.02071383;0.0008208348;0.4900705;1923;163436;1;56;0.5336304;0.8242811;145;22;-11947;14571;686.7857;0.01176607;0.000269887;1.019233;650;31380;1;72_12C;Replicate August;Lm_20;101221;C;241221;B8;72;12C;Wkb2;1.04600584785444;45.4908200769741;1.16292428018141
ROI9;ElChazli-Dec-2021_35.im;9;2975.555;20071.11;785.5555;61874.45;5.555555;130;58375.55;0.03913862;0.001061005;0.5031717;2514;111374;1;36;0.6727587;0.9255177;155;241;-14954;15194;1396.667;0.02257259;0.0004552458;0.962382;1414;36128;1;72_13C;Replicate August;Lm_35;110122;E;260122;B7;72;13C;Wkb2;1.95109679337689;1005.7194654087;2.2074321842619
ROI9;ElChazli-Dec-2021_38.im;9;2368;20013.75;733.5;54560.25;mai.75;97.5;48774;0.0366498;0.0006889023;1.07531;4781;218241;1;80;1.495019;1.37968;165;222;-14692;15003;1195.25;0.02190697;0.0003202792;1.222987;2934;80055;1;72_13C;Replicate August;Lm_38;110122;E;260122;B7;72;13C;Wkb2;2.00686422340743;946.574857254943;2.14373469881895
ROI9;ElChazli-Dec-2021_43.im;9;296.129;40128.07;4720.323;36532.26;50.80645;570;30875.48;0.1176315;0.0007269275;janv.56;14801;226500;1;124;1.18161;1.22657;104;152;-313;14260;2387.258;0.06534658;0.0005543994;1.332097;29266;248794;1;48_13C;Replicate August;Lm_43;160222;F;170222;B7;48;13C;Wkb2;6.2278551707246;4806.46294926221;6.13383238713285
ROI9;ElChazli-Dec-2021_5.im;9;766.4;15081.87;1511.733;43254.93;2.666667;63.2;38986.13;0.1002352;0.001396399;0.9684101;9882;162206;1;75;0.7146836;0.95392;153;133;-409;14210;2635.2;0.06092253;0.0006312441;0.5289178;5669;56557;1;48_13C;Replicate August;Lm_5;91221;B;221221;B8;48;13C;Wkb2;4.98221948169732;4413.35771849598;5.74241127667322
ROI9;ElChazli-Dec-2021_6.im;9;988.9473;16586.58;620.5263;56117.11;2.105263;84.47368;43628.42;0.03741135;0.000784706;1.667363;4552;213245;1;76;0.7242127;0.9602584;96;74;-14919;15097;1197.895;0.02134634;0.0003197487;1.053983;2358;63029;1;72_13C;Replicate August;Lm_6;91221;B;221221;B8;72;13C;Wkb2;1.95505801152537;896.759284301548;2.09001988222805
ROI9;ElChazli-Dec-2021_7.im;9;942.1818;16533.09;679.6364;55766.55;1.818182;71.63636;1077.455;0.04110764;0.0009702099;1.655165;3596;153358;1;50;0.4764557;0.7788724;69;68;-14919;15095;1307.636;0.0234484;0.0003955818;0.9604;1869;45466;1;72_13C;Replicate August;Lm_7;91221;B;221221;B8;72;13C;Wkb2;2.10638840679696;1083.5408038107;2.29111633760313
ROI9;ElChazli-Dec-2021_8.im;9;1058.741;16629.57;673.7263;56552.85;2.197802;75.52448;1078.521;0.04051375;0.0007116764;0.6787664;6163;283047;1;91;0.8671494;1.050756;35;161;-14942;15181;1231.369;0.02177377;0.0002803593;1.002159;3372;83231;1;72_13C;Replicate August;Lm_8;91221;B;221221;B8;72;13C;Wkb2;1.87335894380466;934.739182536515;2.1309780097573
ROI9;ElChazli-Dec-2021_9.im;9;1276.41;14139.49;316.9231;60686.93;2.564103;82.5641;40534.62;0.02241404;0.0006446506;0.8242999;2711;236679;1;78;0.7432709;0.9728113;148;104;-11991;14534;695.1282;0.01145433;0.0002212474;0.8257824;1236;55144;1;72_12C;Replicate August;Lm_9;91221;B;231221;B8;72;12C;Wkb2;1.0601227981845;17.790720702179;1.13246153743343
